"geo_id","geo_parent_id","geo_type","name","name_uk"
1,"","region","Запорожская область","Запорізька область"
2,"","region","Киевская область","Київська область"
3,"","region","Хмельницкая область","Хмельницька область"
4,"","region","Закарпатская область","Закарпатська область"
5,"","region","Ровенская область","Рівненська область"
6,"","region","Черниговская область","Чернігівська область"
7,"","region","Кировоградская область","Кіровоградська область"
8,"","region","Херсонская область","Херсонська область"
9,"","region","Черкасская область","Черкаська область"
10,"","region","Житомирская область","Житомирська область"
11,"","region","Одесская область","Одеська область"
12,"","region","Львовская область","Львівська область"
13,"","region","Харьковская область","Харківська область"
14,"","region","Волынская область","Волинська область"
15,"","region","Полтавская область","Полтавська область"
16,"","region","Николаевская область","Миколаївська область"
17,"","region","Тернопольская область","Тернопільська область"
18,"","region","Днепропетровская область","Дніпропетровська область"
19,"","region","Крым","Крим"
20,"","region","Черновицкая область","Чернівецька область"
21,"","region","Луганская область","Луганська область"
22,"","region","Донецкая область","Донецька область"
23,"","region","Сумская область","Сумська область"
24,"","region","Ивано-Франковская область","Івано-Франківська область"
25,"","region","Винницкая область","Вінницька область"
32,23,"raion","Путивльский район","Путивльський район"
33,22,"raion","Бахмутский район (Артёмовский)","Бахмутський район (Артемівський)"
34,12,"raion","Сколевский район","Сколівський район"
35,18,"raion","Днепропетровский район","Дніпропетровський район"
36,8,"raion","Высокопольский район","Високопільський район"
37,10,"raion","Малинский район","Малинський район"
38,6,"raion","Черниговский район","Чернігівський район"
39,13,"raion","Красноградский район","Красноградський район"
40,25,"raion","Тепликский район","Теплицький район"
41,14,"raion","Рожищенский район","Рожищенський район"
42,21,"raion","Троицкий район","Троїцький район"
43,7,"raion","Голованевский район","Голованівський район"
44,25,"raion","Ильинецкий район","Іллінецький район"
45,22,"raion","Великоновоселковский район","Великоновосілківський район"
46,11,"raion","Фрунзовский район","Фрунзівський район"
47,24,"raion","Коломыйский район","Коломийський район"
48,3,"raion","Староконстантиновский район","Старокостянтинівський район"
49,15,"raion","Пирятинский район","Пирятинський район"
50,1,"raion","Каменско-Днепровский район","Кам'янсько-Дніпровський район"
51,10,"raion","Емильчинский район","Ємільчинський район"
52,11,"raion","Килийский район","Кілійський район"
53,25,"raion","Казатинский район","Козятинський район"
54,13,"raion","Золочевский район","Золочівський район"
55,14,"raion","Иваничевский район","Іваничівський район"
56,11,"raion","Татарбунарский район","Татарбунарський район"
57,19,"raion","Ленинский район","Ленінський район"
58,11,"raion","Ширяевский район","Ширяївський район"
59,18,"raion","Межевский район","Межівський район"
60,16,"raion","Кривоозерский район","Кривоозерський район"
61,24,"raion","Тысменицкий район","Тисменицький район"
62,6,"raion","Талалаевский район","Талалаївський район"
63,13,"raion","Харьковский район","Харківський район"
64,9,"raion","Шполянский район","Шполянський район"
65,24,"raion","Снятынский район","Снятинський район"
66,12,"raion","Турковский район","Турківський район"
67,1,"raion","Васильевский район","Василівський район"
68,3,"raion","Деражнянский район","Деражнянський район"
69,20,"raion","Кельменецкий район","Кельменецький район"
70,19,"raion","Симферопольский район","Сімферопольський район"
71,10,"raion","Барановский район","Баранівський район"
72,13,"raion","Чугуевский район","Чугуївський район"
73,13,"raion","Барвенковский район","Барвінківський район"
74,1,"raion","Приазовский район","Приазовський район"
75,24,"raion","Рожнятовский район","Рожнятівський район"
76,5,"raion","Демидовский район","Демидівський район"
77,12,"raion","Перемышлянский район","Перемишлянський район"
78,15,"raion","Лохвицкий район","Лохвицький район"
79,12,"raion","Самборский район","Самбірський район"
80,6,"raion","Бобровицкий район","Бобровицький район"
81,5,"raion","Дубровицкий район","Дубровицький район"
82,22,"raion","Покровский район (Красноармейский)","Покровський район (Красноармійський)"
83,22,"raion","Никольский район (Володарский)","Нікольський район (Володарський)"
84,23,"raion","Конотопский район","Конотопський район"
85,11,"raion","Измаильский район","Ізмаїльський район"
86,20,"raion","Глыбокский район","Глибоцький район"
87,23,"raion","Краснопольский район","Краснопільський район"
88,12,"raion","Каменка-Бугский район","Кам'янсько-Бузький район"
89,24,"raion","Тлумачский район","Тлумацький район"
90,24,"raion","Богородчанский район","Богородчанський район"
91,9,"raion","Золотоношский район","Золотоніський район"
92,2,"raion","Васильковский район","Васильківський район"
93,1,"raion","Ореховский район","Оріхівський район"
94,22,"raion","Тельмановский район","Тельманівський район"
95,1,"raion","Гуляйпольский район","Гуляйпільський район"
96,20,"raion","Сокирянский район","Сокирянський район"
97,14,"raion","Владимир-Волынский район","Володимир-Волинський район"
98,21,"raion","Краснодонский район","Краснодонський район"
99,23,"raion","Белопольский район","Білопільський район"
100,7,"raion","Гайворонский район","Гайворонський район"
101,1,"raion","Акимовский район","Якимівський район"
102,4,"raion","Иршавский район","Іршавський район"
103,15,"raion","Кобелякский район","Кобеляцький район"
104,7,"raion","Александрийский район","Олександрійський район"
105,24,"raion","Рогатинский район","Рогатинський район"
106,8,"raion","Бериславский район","Бериславський район"
107,23,"raion","Глуховский район","Глухівський район"
108,18,"raion","Покровский район","Покровський район"
109,16,"raion","Еланецкий район","Єланецький район"
110,3,"raion","Чемеровецкий район","Чемеровецький район"
111,12,"raion","Пустомытовский район","Пустомитівський район"
112,3,"raion","Шепетовский район","Шепетівський район"
113,15,"raion","Великобагачанский район","Великобагачанський район"
114,13,"raion","Волчанский район","Вовчанський район"
115,7,"raion","Маловисковский район","Маловисківський район"
116,9,"raion","Каменский район","Кам'янський район"
117,13,"raion","Коломакский район","Коломацький район"
118,4,"raion","Мукачевский район","Мукачівський район"
119,14,"raion","Камень-Каширский район","Камінь-Каширський район"
120,12,"raion","Жолковский район","Жовківський район"
121,10,"raion","Коростенский район","Коростенський район"
122,1,"raion","Веселовский район","Веселівський район"
123,21,"raion","Старобельский район","Старобільський район"
124,8,"raion","Великолепетихский район","Великолепетиський район"
125,16,"raion","Витовский район (Жовтневый)","Вітовський район (Жовтневий)"
126,24,"raion","Верховинский район","Верховинський район"
127,17,"raion","Лановецкий район","Лановецький район"
128,1,"raion","Черниговский район","Чернігівський район"
129,11,"raion","Любашевский район","Любашівський район"
130,2,"raion","Переяслав-Хмельницкий район","Переяслав-Хмельницький район"
131,4,"raion","Раховский район","Рахівський район"
132,13,"raion","Изюмский район","Ізюмський район"
133,5,"raion","Радивиловский район","Радивилівський район"
134,10,"raion","Олевский район","Олевський район"
135,3,"raion","Хмельницкий район","Хмельницький район"
136,8,"raion","Великоалександровский район","Великоолександрівський район"
137,23,"raion","Великописаревский район","Великописарівський район"
138,24,"raion","Надворнянский район","Надвірнянський район"
139,8,"raion","Нижнесерогозский район","Нижньосірогозький район"
140,22,"raion","Славянский район","Слов'янський район"
141,18,"raion","Верхнеднепровский район","Верхньодніпровський район"
142,17,"raion","Теребовлянский район","Теребовлянський район"
143,10,"raion","Овручский район","Овруцький район"
144,10,"raion","Лугинский район","Лугинський район"
145,22,"raion","Волновахский район","Волноваський район"
146,23,"raion","Кролевецкий район","Кролевецький район"
147,3,"raion","Полонский район","Полонський район"
148,25,"raion","Бершадский район","Бершадський район"
149,19,"raion","Черноморский район","Чорноморський район"
150,10,"raion","Романовский район","Романівський район"
151,7,"raion","Онуфриевский район","Онуфріївський район"
152,3,"raion","Белогорский район","Білогірський район"
153,21,"raion","Беловодский район","Біловодський район"
154,11,"raion","Ренийский район","Ренійський район"
155,8,"raion","Чаплинский район","Чаплинський район"
156,9,"raion","Корсунь-Шевченковский район","Корсунь-Шевченківський район"
157,25,"raion","Погребищенский район","Погребищенський район"
158,17,"raion","Гусятинский район","Гусятинський район"
159,21,"raion","Меловский район","Міловський район"
160,9,"raion","Черкасский район","Черкаський район"
161,15,"raion","Карловский район","Карлівський район"
162,11,"raion","Овидиопольский район","Овідіопольський район"
163,15,"raion","Котелевский район","Котелевський район"
164,21,"raion","Свердловский район","Свердловський район"
165,5,"raion","Дубенский район","Дубнівський район"
166,13,"raion","Шевченковский район","Шевченківський район"
167,5,"raion","Здолбуновский район","Здолбунівський район"
168,11,"raion","Балтский район","Балтський район"
169,8,"raion","Горностаевский район","Горностаївський район"
170,5,"raion","Корецкий район","Корецький район"
171,18,"raion","Петропавловский район","Петропавлівський район"
172,11,"raion","Арцизский район","Арцизький район"
173,9,"raion","Городищенский район","Городищенський район"
174,25,"raion","Тывровский район","Тиврівський район"
175,17,"raion","Борщевский район","Борщівський район"
176,2,"raion","Ракитнянский район","Рокитнянський район"
177,10,"raion","Новоград-Волынский район","Новоград-Волинський район"
178,23,"raion","Бурынский район","Буринський район"
179,12,"raion","Золочевский район","Золочівський район"
180,25,"raion","Оратовский район","Оратівський район"
181,21,"raion","Новоайдарский район","Новоайдарський район"
182,6,"raion","Козелецкий район","Козелецький район"
183,14,"raion","Ковельский район","Ковельський район"
184,8,"raion","Голопристанский район","Голопристанський район"
185,6,"raion","Коропский район","Коропський район"
186,11,"raion","Саратский район","Саратський район"
187,2,"raion","Володарский район","Володарський район"
188,18,"raion","Криворожский район","Криворізький район"
189,25,"raion","Ямпольский район","Ямпільський район"
190,18,"raion","Никопольский район","Нікопольський район"
191,4,"raion","Воловецкий район","Воловецький район"
192,21,"raion","Марковский район","Марківський район"
193,3,"raion","Старосинявский район","Старосинявський район"
194,10,"raion","Радомышльский район","Радомишльський район"
195,13,"raion","Великобурлукский район","Великобурлуцький район"
196,3,"raion","Ярмолинецкий район","Ярмолинецький район"
197,22,"raion","Старобешевский район","Старобешівський район"
198,12,"raion","Городокский район","Городоцький район"
199,17,"raion","Чортковский район","Чортківський район"
200,20,"raion","Герцаевский район","Герцаївський район"
201,15,"raion","Решетиловский район","Решетилівський район"
202,2,"raion","Тетиевский район","Тетіївський район"
203,2,"raion","Яготинский район","Яготинський район"
204,11,"raion","Николаевский район","Миколаївський район"
205,7,"raion","Новгородковский район","Новгородківський район"
206,21,"raion","Кременский район","Кремінський район"
207,25,"raion","Тульчинский район","Тульчинський район"
208,11,"raion","Беляевский район","Біляївський район"
209,12,"raion","Дрогобычский район","Дрогобицький район"
210,2,"raion","Полесский район","Поліський район"
211,14,"raion","Локачинский район","Локачинський район"
212,10,"raion","Попельнянский район","Попільнянський район"
213,13,"raion","Лозовский район","Лозівський район"
214,8,"raion","Скадовский район","Скадовський район"
215,17,"raion","Тернопольский район","Тернопільський район"
216,21,"raion","Перевальский район","Перевальський район"
217,11,"raion","Тарутинский район","Тарутинський район"
218,7,"raion","Новоархангельский район","Новоархангельський район"
219,15,"raion","Зеньковский район","Зіньківський район"
220,16,"raion","Новоодесский район","Новоодеський район"
221,17,"raion","Збаражский район","Збаразький район"
222,6,"raion","Репкинский район","Ріпкинський район"
223,2,"raion","Макаровский район","Макарівський район"
224,13,"raion","Дергачёвский район","Дергачівський район"
225,21,"raion","Попаснянский район","Попаснянський район"
226,13,"raion","Сахновщинский район","Сахновщинський район"
227,10,"raion","Володарско-Волынский район","Володарсько-Волинський район"
228,20,"raion","Путильский район","Путильський район"
229,25,"raion","Калиновский район","Калинівський район"
230,2,"raion","Ставищенский район","Ставищенський район"
231,11,"raion","Лиманский район (Коминтерновский)","Лиманський район (Комінтернівський)"
232,2,"raion","Мироновский район","Миронівський район"
233,19,"raion","Джанкойский район","Джанкойський район"
234,2,"raion","Барышевский район","Баришівський район"
235,11,"raion","Подольский район (Котовский)","Подільський район (Котовський)"
236,3,"raion","Новоушицкий район","Новоушицький район"
237,17,"raion","Монастырисский район","Монастириський район"
238,6,"raion","Новгород-Северский район","Новгород-Сіверський район"
239,20,"raion","Сторожинецкий район","Сторожинецький район"
240,4,"raion","Великоберезнянский район","Великоберезнянський район"
241,25,"raion","Песчанский район","Піщанський район"
242,6,"raion","Прилукский район","Прилуцький район"
243,5,"raion","Ровенский район","Рівненський район"
244,8,"raion","Новотроицкий район","Новотроїцький район"
245,6,"raion","Менский район","Менський район"
246,6,"raion","Борзнянский район","Борзнянський район"
247,9,"raion","Чигиринский район","Чигиринський район"
248,7,"raion","Новоукраинский район","Новоукраїнський район"
249,10,"raion","Житомирский район","Житомирський район"
250,7,"raion","Знаменский район","Знам'янський район"
251,25,"raion","Черневецкий район","Чернівецький район"
252,25,"raion","Мурованокуриловецкий район","Мурованокуриловецький район"
253,8,"raion","Генический район","Генічеський район"
254,9,"raion","Тальновский район","Тальнівський район"
255,10,"raion","Народичский район","Народицький район"
256,4,"raion","Ужгородский район","Ужгородський район"
257,2,"raion","Сквирский район","Сквирський район"
258,10,"raion","Чудновский район","Чуднівський район"
259,20,"raion","Заставновский район","Заставнівський район"
260,3,"raion","Изяславский район","Ізяславський район"
261,9,"raion","Чернобаевский район","Чорнобаївський район"
262,9,"raion","Каневский район","Канівський район"
263,13,"raion","Богодуховский район","Богодухівський район"
264,16,"raion","Первомайский район","Первомайський район"
265,7,"raion","Компанеевский район","Компаніївський район"
266,21,"raion","Лутугинский район","Лутугинський район"
267,19,"raion","Советский район","Совєтський район"
268,2,"raion","Иванковский район","Іванківський район"
269,7,"raion","Александровский район","Олександрівський район"
270,7,"raion","Ульяновский район","Ульяновський район"
271,23,"raion","Роменский район","Роменський район"
272,6,"raion","Куликовский район","Куликівський район"
273,11,"raion","Раздельнянский район","Роздільнянський район"
274,8,"raion","Ивановский район","Іванівський район"
275,24,"raion","Калушский район","Калуський район"
276,12,"raion","Радеховский район","Радехівський район"
277,24,"raion","Долинский район","Долинський район"
278,16,"raion","Врадиевский район","Врадіївський район"
279,5,"raion","Млиновский район","Млинівський район"
280,25,"raion","Хмельницкий район","Хмільницький район"
281,7,"raion","Долинский район","Долинський район"
282,9,"raion","Драбовский район","Драбівський район"
283,16,"raion","Братский район","Братський район"
284,12,"raion","Старосамборский район","Старосамбірський район"
285,16,"raion","Новобугский район","Новобузький район"
286,12,"raion","Стрыйский район","Стрийський район"
287,16,"raion","Казанковский район","Казанківський район"
288,11,"raion","Березовский район","Березівський район"
289,23,"raion","Сумской район","Сумський район"
290,8,"raion","Верхнерогачикский район","Верхньорогачицький район"
291,25,"raion","Могилев-Подольский район","Могилів-Подільський район"
292,14,"raion","Ратновский район","Ратнівський район"
293,4,"raion","Виноградовский район","Виноградівський район"
294,25,"raion","Шаргородский район","Шаргородський район"
295,3,"raion","Виньковецкий район","Віньковецький район"
296,9,"raion","Лысянский район","Лисянський район"
297,16,"raion","Доманевский район","Доманівський район"
298,3,"raion","Дунаевецкий район","Дунаєвецький район"
299,6,"raion","Городнянский район","Городнянський район"
300,10,"raion","Любарский район","Любарський район"
301,16,"raion","Очаковский район","Очаківський район"
302,13,"raion","Валковский район","Валківський район"
303,14,"raion","Старовыжевский район","Старовижівський район"
304,25,"raion","Томашпольский район","Томашпільський район"
305,5,"raion","Острожский район","Острозький район"
306,14,"raion","Маневичский район","Маневицький район"
307,13,"raion","Близнюковский район","Близнюківський район"
308,10,"raion","Коростышевский район","Коростишівський район"
309,2,"raion","Киево-Святошинский район","Києво-Святошинський район"
310,1,"raion","Бильмакский район (Куйбышевский)","Більмацький район (Куйбишевський)"
311,1,"raion","Бердянский район","Бердянський район"
312,11,"raion","Болградский район","Болградський район"
313,13,"raion","Краснокутский район","Краснокутський район"
314,2,"raion","Броварской район","Броварський район"
315,4,"raion","Береговский район","Берегівський район"
316,13,"raion","Нововодолажский район","Нововодолазький район"
317,5,"raion","Березновский район","Березнівський район"
318,10,"raion","Бердичевский район","Бердичівський район"
319,12,"raion","Бродовский район","Бродівський район"
320,17,"raion","Подволочисский район","Підволочиський район"
321,10,"raion","Ружинский район","Ружинський район"
322,15,"raion","Кременчугский район","Кременчуцький район"
323,18,"raion","Новомосковский район","Новомосковський район"
324,25,"raion","Жмеринский район","Жмеринський район"
325,17,"raion","Подгаецкий район","Підгаєцький район"
326,1,"raion","Новониколаевский район","Новомиколаївський район"
327,4,"raion","Хустский район","Хустський район"
328,17,"raion","Зборовский район","Зборівський район"
329,4,"raion","Тячевский район","Тячівський район"
330,23,"raion","Середино-Будский район","Середино-Будський район"
331,17,"raion","Шумский район","Шумський район"
332,3,"raion","Красиловский район","Красилівський район"
333,19,"raion","Раздольненский район","Роздольненський район"
334,10,"raion","Черняховский район","Черняхівський район"
335,22,"raion","Мангушский район (Першотравневый)","Мангушський район (Першотравневий)"
336,6,"raion","Сосницкий район","Сосницький район"
337,22,"raion","Шахтёрский район","Шахтарський район"
338,8,"raion","Нововоронцовский район","Нововоронцовський район"
339,7,"raion","Светловодский район","Світловодський район"
340,18,"raion","Юрьевский район","Юр'ївський район"
341,12,"raion","Николаевский район","Миколаївський район"
342,10,"raion","Брусиловский район","Брусилівський район"
343,5,"raion","Рокитновский район","Рокитнівський район"
344,10,"raion","Андрушевский район","Андрушівський район"
345,25,"raion","Гайсинский район","Гайсинський район"
346,19,"raion","Кировский район","Кіровський район"
347,16,"raion","Веселиновский район","Веселинівський район"
348,18,"raion","Магдалиновский район","Магдалинівський район"
349,3,"raion","Теофипольский район","Теофіпольський район"
350,3,"raion","Летичевский район","Летичівський район"
351,21,"raion","Станично-Луганский район","Станично-Луганський район"
352,15,"raion","Чернухинский район","Чорнухинський район"
353,24,"raion","Галичский район","Галицький район"
354,16,"raion","Березнеговатский район","Березнегуватський район"
355,15,"raion","Машевский район","Машівський район"
356,23,"raion","Шосткинский район","Шосткинський район"
357,24,"raion","Косовский район","Косівський район"
358,15,"raion","Шишацкий район","Шишацький район"
359,20,"raion","Новоселицкий район","Новоселицький район"
360,16,"raion","Баштанский район","Баштанський район"
361,7,"raion","Устиновский район","Устинівський район"
362,8,"raion","Каланчакский район","Каланчацький район"
363,2,"raion","Бориспольский район","Бориспільський район"
364,9,"raion","Жашковский район","Жашківський район"
365,18,"raion","Царичанский район","Царичанський район"
366,13,"raion","Змиевский район","Зміївський район"
367,14,"raion","Турийский район","Турійський район"
368,1,"raion","Великобелозерский район","Великобілозерський район"
369,13,"raion","Первомайский район","Первомайський район"
370,5,"raion","Костопольский район","Костопільський район"
371,16,"raion","Вознесенский район","Вознесенський район"
372,15,"raion","Гадячский район","Гадяцький район"
373,13,"raion","Печенежский район","Печенізький район"
374,14,"raion","Гороховский район","Горохівський район"
375,23,"raion","Недригайловский район","Недригайлівський район"
376,22,"raion","Ясиноватский район","Ясинуватський район"
377,8,"raion","Олешковский район (Цюрупинский)","Олешківський район (Цюрупинський)"
378,15,"raion","Полтавский район","Полтавський район"
379,24,"raion","Городенковский район","Городенківський район"
380,21,"raion","Славяносербский район","Слов'яносербський район"
381,2,"raion","Фастовский район","Фастівський район"
382,6,"raion","Бахмачский район","Бахмацький район"
383,19,"raion","Первомайский район","Первомайський район"
384,12,"raion","Сокальский район","Сокальський район"
385,6,"raion","Корюковский район","Корюківський район"
386,11,"raion","Великомихайловский район","Великомихайлівський район"
387,7,"raion","Добровеличковский район","Добровеличківський район"
388,5,"raion","Заречненский район","Зарічненський район"
389,18,"raion","Васильковский район","Васильківський район"
390,4,"raion","Межгорский район","Міжгірський район"
391,25,"raion","Липовецкий район","Липовецький район"
392,15,"raion","Новосанжарский район","Новосанжарський район"
393,18,"raion","Широковский район","Широківський район"
394,1,"raion","Мелитопольский район","Мелітопольський район"
395,2,"raion","Таращанский район","Таращанський район"
396,22,"raion","Марьинский район","Мар'їнський район"
397,17,"raion","Козовский район","Козівський район"
398,18,"raion","Криничанский район","Криничанський район"
399,14,"raion","Любешовский район","Любешівський район"
400,16,"raion","Николаевский район","Миколаївський район"
401,25,"raion","Литинский район","Літинський район"
402,25,"raion","Немировский район","Немирівський район"
403,4,"raion","Перечинский район","Перечинський район"
404,14,"raion","Любомльский район","Любомльський район"
405,5,"raion","Гощанский район","Гощанський район"
406,6,"raion","Нежинский район","Ніжинський район"
407,15,"raion","Гребенковский район","Гребінківський район"
408,14,"raion","Шацкий район","Шацький район"
409,11,"raion","Ананьевский район","Ананьївський район"
410,19,"raion","Красноперекопский район","Красноперекопський район"
411,11,"raion","Савранский район","Савранський район"
412,14,"raion","Киверцовский район","Ківерцівський район"
413,7,"raion","Кировоградский район","Кіровоградський район"
414,6,"raion","Семеновский район","Семенівський район"
415,15,"raion","Семеновский район","Семенівський район"
416,23,"raion","Ямпольский район","Ямпільський район"
417,6,"raion","Сребнянский район","Срібнянський район"
418,25,"raion","Чечельницкий район","Чечельницький район"
419,13,"raion","Двуречанский район","Дворічанський район"
420,21,"raion","Белокуракинский район","Білокуракинський район"
421,22,"raion","Краснолиманский район","Краснолиманський район"
422,13,"raion","Зачепиловский район","Зачепилівський район"
423,6,"raion","Ичнянский район","Ічнянський район"
424,11,"raion","Белгород-Днестровский район","Білгород-Дністровський район"
425,15,"raion","Лубенский район","Лубенський район"
426,15,"raion","Хорольский район","Хорольський район"
427,12,"raion","Мостисский район","Мостиський район"
428,13,"raion","Боровский район","Борівський район"
429,18,"raion","Апостоловский район","Апостолівський район"
430,25,"raion","Барский район","Барський район"
431,20,"raion","Хотинский район","Хотинський район"
37601,22,"raion","Новоазовский район","Новоазовський район"
37602,1,"raion","Вольнянский район","Вільнянський район"
37603,22,"raion","Добропольский район","Добропільський район"
37604,1,"raion","Запорожский район","Запорізький район"
37605,3,"raion","Городокский район","Городоцький район"
37606,23,"raion","Лебединский район","Лебединський район"
37607,22,"raion","Амвросиевский район","Амвросіївський район"
37608,2,"raion","Белоцерковский район","Білоцерківський район"
37609,14,"raion","Луцкий район","Луцький район"
37610,2,"raion","Богуславский район","Богуславський район"
37611,13,"raion","Купянский район","Куп'янський район"
37612,18,"raion","Софиевский район","Софіївський район"
37613,12,"raion","Бусский район","Буський район"
37614,7,"raion","Петровский район","Петрівський район"
37615,9,"raion","Маньковский район","Маньківський район"
37616,16,"raion","Арбузинский район","Арбузинський район"
37617,3,"raion","Волочисский район","Волочиський район"
37618,18,"raion","Павлоградский район","Павлоградський район"
37619,6,"raion","Щорский район","Щорський район"
37620,1,"raion","Розовский район","Розівський район"
37621,25,"raion","Винницкий район","Вінницький район"
37622,15,"raion","Диканьский район","Диканський район"
37623,7,"raion","Новомиргородский район","Новомиргородський район"
37624,18,"raion","Солонянский район","Солонянський район"
37625,22,"raion","Володарский район","Володарський район"
37626,22,"raion","Александровский район","Олександрівський район"
37627,10,"raion","Червоноармейский район","Червоноармійський район"
37628,17,"raion","Кременецкий район","Кременецький район"
37629,25,"raion","Тростянецкий район","Тростянецький район"
37630,21,"raion","Антрацитовский район","Антрацитівський район"
37631,6,"raion","Носовский район","Носівський район"
37632,16,"raion","Березанский район","Березанський район"
37633,20,"raion","Кицманский район","Кіцманський район"
37634,19,"raion","Красногвардейский район","Красногвардійський район"
37635,9,"raion","Уманский район","Уманський район"
37636,1,"raion","Токмакский район","Токмацький район"
37637,21,"raion","Сватовский район","Сватівський район"
37638,2,"raion","Вышгородский район","Вишгородський район"
37639,15,"raion","Миргородский район","Миргородський район"
37640,2,"raion","Обуховский район","Обухівський район"
37641,6,"raion","Варвинский район","Варвинський район"
37642,21,"raion","Новопсковский район","Новопсковський район"
37643,19,"raion","Сакский район","Сакський район"
37644,18,"raion","Пятихатский район","П'ятихатський район"
37645,17,"raion","Залещицкий район","Заліщицький район"
37646,15,"raion","Глобинский район","Глобинський район"
37647,9,"raion","Монастырищенский район","Монастирищенський район"
37648,12,"raion","Жидачовский район","Жидачівський район"
37649,15,"raion","Чутовский район","Чутівський район"
37650,3,"raion","Каменец-Подольский район","Кам'янець-Подільський район"
37651,15,"raion","Козельщинский район","Козельщинський район"
37652,12,"raion","Яворовский район","Яворівський район"
37653,19,"raion","Белогорский район","Білогірський район"
37654,20,"raion","Вижницкий район","Вижницький район"
37655,7,"raion","Бобринецкий район","Бобринецький район"
37656,4,"raion","Свалявский район","Свалявський район"
37657,11,"raion","Ивановский район","Іванівський район"
37658,19,"raion","Нижнегорский район","Нижньогірський район"
